PermitID,PROJNUM,ProjectID,PermitTypeLUID,PermitType,PermitNumber,PermitDescriptor,Remark
4579,20100251,13472,2,ODF,2010-511-00363,,
4580,20100252,13473,1,DSL,42104,RF,
4581,20100254,13475,1,DSL,43283,GA,
4582,20100258,13479,1,DSL,41527,GA,
4583,20100259,13480,1,DSL,42104,GA,
4584,20100259,13480,1,DSL,42104,GA,
4585,20100263,13484,2,ODF,09-30343,,
4586,20100264,13485,2,ODF,09-30311,,
4587,20100265,13486,2,ODF,09-34302,,
4588,20100269,13490,2,ODF,208-740-60566 ,,
4589,20100271,13492,2,ODF,208-740-60865 ,,
4590,20100273,13494,2,ODF,2009-740-60595 ,,
4591,20100274,13495,2,ODF,2010-740-00667 ,,
4592,20100277,13498,2,ODF,2009-740-60576 ,,
4599,20100287,13508,1,DSL,42470,GA,
4593,20100295,13516,2,ODF,2010-781-0051,,
4594,20100295,13516,2,ODF,2010-781-0051,,
4596,20100306,13530,1,DSL,42046,GA,activity_type 1 & 3
4616,20100309,13538,2,ODF,2010-740-01322,,
4600,20100342,13573,1,DSL,42804,RF,
4601,20100342,13573,2,ODF,2010-954-00145,,
4624,20100342,13573,3,ACOE,NWP2009107,,
4602,20100343,13574,1,DSL,38507,GA,
4623,20100345,13576,2,ODF,210-740-01322,,
4603,20100346,13578,1,DSL,38507,GA,
4894,20100347,13579,2,ODF,07-591-47707,,
4809,20100348,13712,2,ODF,2010-581-00301,,
4604,20100349,13581,3,ACOE,2007-429,NWP,
4605,20100357,13590,2,ODF,2010-521-00016,,
4606,20100363,13597,1,DSL,41957,RF,
4607,20100364,13598,1,DSL,41957,RF,
4608,20100365,13599,1,DSL,41958,RF,
4609,20100366,13600,1,DSL,42035,RF,
4610,20100367,13601,1,DSL,41963,RF,
4611,20100368,13602,1,DSL,41964,RF,
4612,20100369,13603,1,DSL,39871,RF,
4613,20100370,13604,1,DSL,39872,RF,
4614,20100371,13605,1,DSL,39897,RF,
4615,20100372,13606,1,DSL,39884,RF,
4619,20100376,13610,1,DSL,42104,GP,
4620,20100377,13611,2,ODF,2010-740-01341,,
4621,20100378,13612,1,DSL,44604,RF,
4622,20100379,13613,2,ODF,09-20294 ,,
4630,20100384,13618,1,DSL,41874,GA,
4629,20100384,13618,3,ACOE,2009-57,NWP,
4626,20100391,13625,2,ODF,2010-740-00094,,
4625,20100391,13625,2,ODF,2010-740-00094,,
4628,20100395,13629,1,DSL,43200,RF,
4627,20100395,13629,3,ACOE,NWP-2009-531,,
4631,20100398,13634,1,DSL,38549,GA,
4632,20100399,13635,1,DSL,42104,RF,
4633,20100409,13646,1,DSL,40054,RF,
4634,20100410,13647,2,ODF,0P T0  L0,,
4635,20100412,13650,2,ODF,2010-730-01026,,
4636,20100413,13651,2,ODF,2008-730-70854,,
4637,20100414,13653,2,ODF,2009-740-60320,,
4638,20100418,13657,1,DSL,40900,GA,
4639,20100419,13658,1,DSL,40898,GA,
4640,20100420,13659,1,DSL,40894,GA,
4641,20100421,13660,1,DSL,40893,GA,
4642,20100422,13661,1,DSL,41060,RF,
4643,20100423,13662,1,DSL,40891,GA,
4644,20100424,13663,1,DSL,40901,GA,
4645,20100425,13664,1,DSL,38080,GA,
4646,20100426,13665,1,DSL,41049,GA,
4647,20100427,13666,2,ODF,2010-740-01155,,
4648,20100428,13667,2,ODF,2010-740-01155,,
4649,20100429,13668,1,DSL,43127,GA,
4650,20100430,13669,2,ODF,2009-740-60734,,
4651,20100431,13670,1,DSL,41052,GA,
4652,20100432,13671,1,DSL,41051,GA,
4653,20100433,13672,1,DSL,41056,GA,
4654,20100434,13673,1,DSL,41059,GA,
4655,20100435,13674,1,DSL,38077,GA,
4656,20100436,13675,1,DSL,41058,GA,
4657,20100437,13677,2,ODF,2009-740-60793,,
4658,20100438,13680,1,DSL,36764,GA,
4659,20100439,13681,1,DSL,38492,GA,
4660,20100441,13683,1,DSL,41008,GA,
4661,20100442,13684,1,DSL,41060,GA,
4662,20100445,13687,1,DSL,44568,GA,
4663,20100460,13702,1,DSL,45335,RF,1 Extension Granted to work out of in water work window.
4664,20100463,13705,1,DSL,41311,GA,
4665,20100463,13705,2,ODF,1,PDM,Equipment operations in state forest to move large wood
4666,20100465,13708,2,ODF,2010-740-00666,,
4672,20100466,13711,1,DSL,40970,GA,
4695,20100466,13711,2,ODF,08-60805,GA,
4694,20100466,13711,3,ACOE,2008-399,GA,
4673,20100467,13713,1,DSL,43044,RF,
4675,20100467,13713,2,ODF,2010-521-00391,,
4674,20100467,13713,2,ODF,2010-521-00390,,
4676,20100470,13718,1,DSL,42381,GA,"Oregon Department of State Lands - Removal/Fill Permit for Fish Habitat Enhancement.  Issued June 8, 2009 (DSL # 42381-GA)"
4677,20100470,13718,3,ACOE,NWP-2009-226,,"US Corps of Engineers - Nationwide Permit (NWP #27 Aquatic Habitat Restoration, Establishment and Enhancement Activities).  Issued August 17, 2009 (NWP-2009-226)"
4678,20100473,13722,2,ODF,2010-781-00259,,
4680,20100474,13723,1,DSL,45745,GA,
4681,20100474,13723,3,ACOE,NWP-2010-499,,COORDINATED WITH USFWS PARTNERS PROGRAM UNDER THE NATIONWIDE PERMIT NO. 27
4679,20100475,13724,2,ODF,2010-781-00334,,
4683,20100476,13725,1,DSL,43358,GA,
4682,20100476,13725,3,ACOE,NWP-2009-529,,
4686,20100479,13730,2,ODF,2009-771-55624,,
4688,20100480,13732,2,ODF,2009-771-00175,,
4689,20100481,13733,2,ODF,2009-772-00230,,
4690,20100482,13734,2,ODF,2010-771-00177,,
4691,20100483,13735,2,ODF,2009-771-00144,,
4692,20100484,13736,2,ODF,2010-771-00089,,
4693,20100485,13737,2,ODF,2010-771-00058,,
4705,20100490,13742,3,ACOE,NWP-2009-564,,"RGP - Slopes 4; During the timing of this project, they went from permit to a notification (ACOE still required a general authorization)."
4698,20100492,13745,2,ODF,209-740-60576,GA,
4699,20100493,13746,2,ODF,10-00879,GA,
4722,20100494,13747,2,ODF,2010-531-00605,,
4700,20100495,13748,2,ODF,2010-772-00114,,
4701,20100496,13749,2,ODF,2010-771-00089,,
4702,20100497,13751,2,ODF,2009-791-40409,,
4703,20100505,13759,2,ODF,2010-553-00254,,
4704,20100508,13762,1,DSL,40080,GA,
4706,20100509,13763,1,DSL,42326,GA,
4707,20100510,13764,2,ODF,2010-771-00159,,Two permits.  Eastern Lane ODF ==> 2010-771-00243  Linn FPA listed above.  Majority of unt in Linn Co.
4709,20100511,13765,1,DSL,43953,RF,Expiration 4/2/14
4708,20100511,13765,3,ACOE,NWP-2008-185-1,,Expiration 3/18/12
4710,20100512,13766,2,ODF,2010-771-00316,,
4711,20100513,13767,2,ODF,2010-771-00280,,
4712,20100514,13768,2,ODF,2010-771-00283,,
4713,20100515,13769,2,ODF,2010-771-00281,,
4714,20100516,13770,2,ODF,2010-771-00221,,
4715,20100517,13771,2,ODF,2010-771-00435,,
4716,20100518,13772,2,ODF,2010-771-00249,,
4717,20100519,13773,2,ODF,2010-771-00649,,
4718,20100520,13774,2,ODF,2010-772-00142,,
4719,20100521,13775,2,ODF,2010-771-00691,,
4720,20100522,13776,2,ODF,2010-771-00486,,
4721,20100523,13777,2,ODF,2010-771-00095,,
4723,20100526,13780,1,DSL,45482,GA,
4724,20100526,13780,3,ACOE,2010-404,NWP,
4725,20100528,13782,2,ODF,2010-781-00005,,Notification for harvest unit.
4726,20100529,13783,2,ODF,2010-781-00006,,Notification for Dump Swing harvest unit.
4727,20100531,13800,2,ODF,2010-511-00211,,
4728,20100532,13801,2,ODF,2009-771-55188,,
4729,20100533,13802,2,ODF,2010-771-00225,,
4730,20100534,13803,2,ODF,2010-771-00215,,
4731,20100535,13804,2,ODF,2010-771-00090,,
4732,20100536,13805,2,ODF,2010-771-00060,,
4733,20100537,13806,2,ODF,2010-771-00251,,
4734,20100538,13807,2,ODF,2010-771-00227,,
4735,20100539,13808,2,ODF,2010-771-00229,,
4736,20100540,13809,2,ODF,2010-771-00239,,
4737,20100542,13811,2,ODF,2010-771-00097,,
4738,20100544,13813,2,ODF,2010-730-00588,,
4743,20100544,13813,2,ODF,2010-730-00832,,
4740,20100545,13814,2,ODF,2010-551-00260,,Notification for Fall Bear Hunt harvest unit.
4742,20100546,13815,2,ODF,2010-551-00267,,Notification for Headrick Creek R/W.
4745,20100548,13818,2,ODF,2010-730-00758,,
4747,20100549,13819,2,ODF,2010-730-01028,,
4748,20100550,13831,2,ODF,2010-730-00316,,
4749,20100551,13832,2,ODF,2010-730-00495,,
4750,20100552,13833,2,ODF,2010-730-00462,,
4751,20100553,13834,2,ODF,2010-730-00462,,
4818,20100554,13835,2,ODF,2010-730-00908,,
4752,20100555,13836,2,ODF,2010-730-00607,,
4753,20100557,13838,2,ODF,2010-730-00462,,
4755,20100559,13840,2,ODF,2010-511-00212,,
4756,20100560,13841,2,ODF,2010-511-00210,,
4757,20100561,13842,2,ODF,2010-730-00908,,
4760,20100562,13844,2,ODF,2010-781-00101,,Notification for Triangle 20 harvest unit.
4762,20100563,13845,2,ODF,2010-781-00376,,Notification for Scout Camp harvest unit.
4764,20100564,13846,2,ODF,2009-781-50007,,Notification for Nelson Mtn 34 SE harvest unit.
4766,20100565,13853,2,ODF,2010-730-01131-C,,Notification for Harness 3200/2100 harvest unit.
4767,20100566,13854,2,ODF,2010-730-00376-C,,Notification for Sutherlin 4542 Pit harvest unit.
4769,20100567,13855,2,ODF,2009-781-50504,,Notification for Bear Fish harvest unit.
4771,20100568,13856,2,ODF,2009-781-50508,,Notification for Fish Creek 22 harvest unit.
4772,20100569,13857,2,ODF,2010-730-00589-C,,Notification for Sutherlin 4010 M/L harvest unit.
4773,20100570,13858,2,ODF,2010-771-00051-C,,Notification for Jasper 1041 D harvest unit.
4774,20100571,13859,2,ODF,2010-730-01071-C,,Notification for Crazy Cox harvest unit.
4776,20100572,13860,2,ODF,2009-781-50452,,Notification for Michaels Creek harvest unit.
4777,20100573,13861,2,ODF,2010-730-00081-C,,Notification for Cox Creek harvest unit.
4778,20100574,13862,2,ODF,2010-730-00079-C,,Notification for Sutherlin 390 harvest unit.
4779,20100575,13863,2,ODF,2010-730-00075-C,,Notification for Coon Hound harvest unit.
4780,20100576,13864,2,ODF,2010-730-00090-C,,Notification for Harness 2821 harvest unit.
4781,20100577,13865,2,ODF,2010-771-00049-C,,Notification for Harness 3230 harvest unit.
4783,20100578,13866,2,ODF,2009-781-50197,,Notification for J-Line West harvest unit.
4784,20100579,13867,2,ODF,2010-730-00077-C,,Notification for 4000 Half Mile harvest unit.
4786,20100580,13868,2,ODF,2010-553-00152,,Notification for the Scott Creek 22 harvest unit.
4788,20100581,13869,2,ODF,2010-730-00835,,Log Fill Removal
4789,20100582,13870,2,ODF,2009-781-50043,,Notification for Summit Creek harvest unit.
4791,20100583,13871,1,DSL,44257,GA,
4790,20100583,13871,3,ACOE,nwp-2010-95,,
4794,20100586,13875,2,ODF,2010-551-00260,,Notification of operation for Fall Bear Hunt harvest unit
4795,20100587,13887,2,ODF,2010-772-00168,,
4796,20100588,13888,2,ODF,2010-772-00232,,
4797,20100589,13889,2,ODF,2010-772-00231,,
4798,20100590,13890,2,ODF,2010-771-00463,,
4799,20100591,13891,2,ODF,2010-771-00845,,
4800,20100592,13892,2,ODF,2010-771-00748,,
4801,20100593,13893,2,ODF,2010-771-00870,,
4802,20100594,13894,2,ODF,2010-551-00370,,
4803,20100595,13895,2,ODF,2010-551-00370,,
4804,20100619,13922,99,Unknown,20100492,,Clatsop County Development (Grading) Permit
4805,20100620,13923,2,ODF,2009-591-47097,,
4806,20100622,13925,1,DSL,42907,RF,
4807,20100625,13929,2,ODF,ZON2010-00939,,Riparian Landscape Plan
4808,20100627,13936,2,ODF,2010-553-00245,,
4811,20100628,13938,2,ODF,2010-553-00246,,
4812,20100629,13939,2,ODF,2010-511-00148,,
4813,20100630,13940,2,ODF,2010-511-00387,,
4814,20100638,13952,1,DSL,41970,GA,
4815,20100638,13952,3,ACOE,NWP-2009-98,,
4816,20100638,13952,97,other,Roseburg Resources - 6/1/09,,
4817,20100640,13970,97,other,15201000000000004190,,
4819,20100647,13978,2,ODF,2009-781-50434,,
4820,20100648,13979,2,ODF,2009-781-50498,,
4821,20100649,13980,2,ODF,2010-740-00044,,
4822,20100650,13981,2,ODF,2010-781-00103,,
4823,20100651,13982,2,ODF,2010-730-00098,,
4824,20100653,13984,2,ODF,2010-781-00729,,
4825,20100654,13985,2,ODF,2010-730-01206,,
4826,20100655,13986,2,ODF,2010-740-00458,,
4827,20100656,13987,2,ODF,2010-730-01236,,
4829,20100657,13990,2,ODF,2010-740-00191,,
4830,20100658,13991,2,ODF,2010-781-00133,,
4831,20100659,13992,2,ODF,2010-781-00112,,
4832,20100660,13993,2,ODF,2010-730-00689,,
4833,20100661,13994,2,ODF,2010-730-00511,,
4834,20100662,13995,2,ODF,2010-730-0054,,
4835,20100663,13996,2,ODF,2010-740-00_____,,
4836,20100664,13997,2,ODF,2010-740-00_____,,
4837,20100665,13998,2,ODF,2010-730-00710,,
4838,20100666,13999,2,ODF,2010-781-00332,,
4839,20100667,14000,2,ODF,2010-730-00377,,
4840,20100668,14001,2,ODF,2010-781-00559,,
4841,20100669,14002,2,ODF,2010-740-00977,,
4849,20110013,14025,1,DSL,40759,GA,
4843,20110013,14025,3,ACOE,NWP-2008-431,NWP,
4844,20110013,14025,3,ACOE,200300529,RGP,
4850,20110013,14025,97,other,Z0374-08-FHD,,
4852,20110015,14030,1,DSL,41997-RF,GA ,
4851,20110016,14029,1,DSL,41997-RF,GA ,
4842,20110017,14018,1,DSL,41997-RF,GA ,
4853,20110019,14032,2,ODF,000,,
4854,20110025,14044,1,DSL,44474,GA,
4856,20110037,14055,1,DSL,44213,GA,
4855,20110037,14055,3,ACOE,NWP-2010-0094,GA,
4857,20110041,14064,1,DSL,42062,GA,
4858,20110041,14064,3,ACOE,NWP-2008-713/1,NWP,
4859,20110041,14064,97,other,NA,,
4860,20110042,14065,97,other,BLD2010-00103,,
4865,20110069,14096,1,DSL,NSP 44752,GA,
4863,20110069,14096,3,ACOE,NWP-2010-244,,
4864,20110069,14096,97,other,44975-EA,,
4867,20110070,14099,2,ODF,2010-740-00-818,,
4870,20110071,14101,1,DSL,44687,GA,
4869,20110071,14101,2,ODF,2010-740-00-818,,
4871,20110071,14101,3,ACOE,NWP-2010-239,,
4872,20110071,14101,97,other,44864-AA,,
4873,20110072,14050,2,ODF,2010-581-00446,,
4868,20110073,14100,1,DSL,40143,GA,
4880,20110077,14108,2,ODF,2011-552-00284,,
4878,20110080,14103,1,DSL,45217,GA,
4879,20110080,14103,1,DSL,47690,AA,
4877,20110080,14103,3,ACOE,NWP - 2007-146/2,,
4898,20110089,14042,1,DSL,42319,GA,
4881,20110092,14125,1,DSL,47157-NP,NP,
4882,20110095,14124,3,ACOE,NWP-2010-303,GA,
4883,20110095,14124,97,other,2010-191,,
4886,20110097,14130,1,DSL,47316,GA,
4888,20110101,14136,2,ODF,2010-532-00455,,
4889,20110103,14138,2,ODF,2010-532-00386,,
4890,20110104,14139,2,ODF,2010-532-00383,,
4885,20110109,14128,1,DSL,43045,GA,
4884,20110109,14128,3,ACOE,NWP-2009-453,GA,
4893,20110110,14145,3,ACOE,NWP no. 27,,
4896,20110113,14153,2,ODF,2008-740-61136,,
4897,20110114,14154,1,DSL,41055,GA,
4891,20110117,14140,4,OWRD,RO7-212,,
4899,20110118,14166,2,ODF,210-740-01218,,
4900,20110119,14167,2,ODF,2010-740-01078,,
4901,20110119,14167,97,other,not available,,
4902,20110120,14144,97,other,NA,,
4887,20110131,14131,1,DSL,46614,RF,
4910,20110137,14175,1,DSL,48093,GA,
4911,20110138,14176,1,DSL,44876,GA,
4912,20110138,14176,3,ACOE,NWP-2010-300,,
4913,20110140,14179,1,DSL,42104,RF,
4914,20110140,14179,3,ACOE,RGP-4,RGP,
4918,20110141,14183,97,other,none,County,
4904,20110142,14165,1,DSL,39969,GA,
4903,20110142,14165,3,ACOE,Nationwide Permit #27,,
4919,20110149,14188,2,ODF,2011-712-00238,,
4924,20110154,14197,1,DSL,46752-NSP,NSP,
4923,20110154,14197,3,ACOE,2008-98-1,,
4916,20110155,14182,1,DSL,42967,GA,
4917,20110155,14182,97,other,CUP 35-09,,
4925,20110156,14199,2,ODF,2010-553-00207,,
4920,20110158,14191,1,DSL,47024,GP,
4927,20110162,14203,1,DSL,42104,RF,
4926,20110162,14203,3,ACOE,NWP-2007-00999,RGP,
4928,20110162,14203,97,other,25-1S-8E,,
4929,20110162,14203,97,other,26-1S-8E,,
4930,20110165,14206,1,DSL,42104,RF,
4931,20110165,14206,3,ACOE,NWP-2007-00999,RGP,
4932,20110165,14206,97,other,13420-2011-F-0129,,
4934,20110167,14207,1,DSL,47617-NP,RF,
4933,20110167,14207,3,ACOE,NWP-2011-282,,
4935,20110167,14207,97,other,N/A,,
4940,20110173,14213,1,DSL,42104,RF,
4939,20110173,14213,3,ACOE,NWP-2007-00999,RGP,
4942,20110174,14216,1,DSL,42104,RF,
4941,20110174,14216,3,ACOE,NWP-2007-00999,RGP,
4945,20110179,14222,1,DSL,46700,RF,
4946,20110179,14222,97,other,NWP-2011-156,,
4943,20110180,14221,1,DSL,47078,RF,
4944,20110180,14221,3,ACOE,NWP-2011-210,,
4895,20110181,14148,1,DSL,47078,RF,
4950,20110181,14148,3,ACOE,NWP-2011-210,,
4938,20110182,14210,1,DSL,44927,GA,
4952,20110186,14577,1,DSL,42104-RF,RGP,
4951,20110186,14577,3,ACOE,NWP-2007-00999,RGP,
4948,20110188,14223,1,DSL,41286,RF,
4949,20110188,14223,3,ACOE,NWP-2008-528,,
4956,20110191,14587,1,DSL,46647-RF Modified,RF,
4957,20110191,14587,3,ACOE,NWP-2011-120,SP,
4958,20110192,14590,3,ACOE,CENWP-PM-E,,
4968,20110195,14597,1,DSL,47747-NSP,NSP,
4969,20110195,14597,3,ACOE,NWP-2011-319,GA,
4970,20110195,14597,97,other,FP-11-04,FP,
4959,20110196,14581,1,DSL,47747-NSP,NSP,
4960,20110196,14581,3,ACOE,NWP-2011-319,GA,
4961,20110196,14581,97,other,FP-11-04,FP,
4988,20110200,14611,1,DSL,47078,RF,
4989,20110200,14611,3,ACOE,NWP-2011-210,,
5004,20110203,14615,1,DSL,47920,GA,
5003,20110203,14615,3,ACOE,NWP-2011-355,,
5006,20110205,14620,1,DSL,36914,GA,
5007,20110206,14621,2,ODF,2008-730-70972,,
5008,20110206,14621,2,ODF,2009-730-70698,,
5005,20110207,14619,97,other,11-0156,,
4962,20110208,14589,2,ODF,Permission to operate during fire season,,
4963,20110209,14592,2,ODF,Permission to operate during fire season,,
4964,20110210,14593,2,ODF,ODF Notification,,
4965,20110211,14594,2,ODF,ODF Notification,,
4966,20110212,14595,2,ODF,ODF Notification,,
4967,20110213,14596,2,ODF,Permission to operate during fire season,,
4994,20110214,14599,2,ODF,Permission to operate during fire season,,
4976,20110215,14602,2,ODF,Permission to operate during fire season,,
4995,20110216,14603,2,ODF,Permission to operate during fire season,,
5000,20110217,14604,2,ODF,Permission to operate during fire season,,
5001,20110219,14606,2,ODF,Permission to operate during fire season,,
5002,20110220,14607,2,ODF,Permission to operate during fire season,,
4983,20110221,14608,2,ODF,ODF Notification ,,
5009,20110222,14622,1,DSL,44415,GA,
4998,20110223,14614,1,DSL,44051,GA,
4997,20110223,14614,3,ACOE,NWP-2010-38=5,,
4996,20110223,14614,97,other,119801,NPDES,
4999,20110223,14614,97,other,DP-10-01,,
5017,20110225,14618,1,DSL,46125,RF,
8433,20110225,14618,3,ACOE,NWP-2010-576,,
8434,20110225,14618,97,other,SHPO 11-0197,,
8435,20110225,14618,97,other,P-9169,,
8436,20110225,14618,97,other,11-0153,,
8437,20110225,14618,97,other,PA 02-0043,,
5018,20110226,14626,97,other,none,,
4973,20110228,14600,1,DSL,47772,RF,
4974,20110228,14600,3,ACOE,NWP-2011-320,RF,
5019,20110229,14632,2,ODF,2011-974-00145,,
5020,20110230,14633,1,DSL,47441,RF,
5023,20110231,14634,1,DSL,47630,GA,
5021,20110231,14634,3,ACOE,NWP-2011-335,,
5022,20110231,14634,3,ACOE,NWP-2011-298,,
5026,20110232,14635,2,ODF,201155300307,,
5024,20110232,14635,2,ODF,201155300308,,
5025,20110232,14635,2,ODF,201155300309,,
4937,20110238,14208,1,DSL,42104,RF,
4936,20110238,14208,3,ACOE,NWP-2007-00999,RGP,
5012,20110240,14624,1,DSL,42987,GA,
5011,20110240,14624,1,DSL,44135,GA,
5010,20110240,14624,3,ACOE,2009-433-2,NWP,
5016,20110240,14624,97,other,LU-100110619 Implementation,,
5015,20110240,14624,97,other,LU-10-110619 EN AD,,
5014,20110240,14624,97,other,LU 09-148007EN,,
5013,20110240,14624,97,other,STP 15541,,
5027,20110241,14639,2,ODF,2011-781-00382,,
5028,20110243,14640,2,ODF,2010-781-00045,,
5029,20110244,14642,2,ODF,2011-781-00003,,
5030,20110246,14649,2,ODF,2011-551-00205,,
5031,20110247,14650,2,ODF,2011-551-00279,,
5032,20110248,14651,2,ODF,2011-551-00278,,
5033,20110249,14652,2,ODF,2010-551-00543,,
5035,20110250,14653,2,ODF,2010-551-00493,,
5036,20110251,14654,2,ODF,2011-781-00168,,
5037,20110263,14655,1,DSL,47527,RF,
5038,20110263,14655,3,ACOE,NWP-2011-284,,
5039,20110265,14664,1,DSL,45817,GA,
4993,20110273,14613,97,other,Categorical Exclusion,,
5050,20110276,14678,1,DSL,41997-RF,GA ,
5047,20110277,14671,1,DSL,41997-RF,GA ,
4955,20110279,14586,3,ACOE,2011-247,NWP,
5056,20110283,14683,1,DSL,44323,RF,
5058,20110284,14686,2,ODF,201197400153,,
5045,20110285,14670,1,DSL,40923,GA,
5046,20110285,14670,3,ACOE,NWP-2008-385,GA,
5055,20110285,14670,97,other,FP08-006,,
5057,20110292,14685,2,ODF,2011-740-00798,,
5062,20110293,14696,2,ODF,2011-740-00798,,
5063,20110294,14697,2,ODF,2011-740-00798,,
5048,20110295,14673,1,DSL,45348,GA,
5049,20110295,14673,3,ACOE,NWP-2010-373,,
5064,20110296,14700,1,DSL,42104,RF,
5065,20110296,14700,2,ODF,2010-781-00783,,
5054,20110298,14681,1,DSL,42964,GA,
5052,20110298,14681,3,ACOE,NWP-2009-653,GA,
5053,20110298,14681,97,other,FP09-006,,
4922,20110299,14196,1,DSL,45983,GA,
4921,20110299,14196,3,ACOE,NWP-2010-570,,
5061,20110301,14689,97,other,10-07-11-L2908,,
5070,20110309,14715,4,OWRD,Special Order 81-863 (Application # T-10997),,
5059,20110310,14688,1,DSL,47190-FP,RF,
5060,20110310,14688,3,ACOE,NWP-2011-227,,
5073,20110311,14717,1,DSL,46808-nsp,GA,
5072,20110311,14717,3,ACOE,2011-145,,
5074,20110312,14718,1,DSL,46808-nsp,GA,
5075,20110312,14718,3,ACOE,2011-145,,
5077,20110314,14704,1,DSL,0,GA,
5043,20110317,14660,1,DSL,44239,RF,
5044,20110317,14660,3,ACOE,NWP-2009-441,,
5040,20110317,14660,97,other,09-1675,,
5041,20110317,14660,97,other,PRJ2010-00177,,
5042,20110317,14660,97,other,119752,,
5078,20110318,14722,1,DSL,44587,RF,
5051,20110320,14680,1,DSL,41997-RF,GA ,
5083,20110321,14726,2,ODF,2011-730-00356,,
5084,20110322,14727,2,ODF,2011-730-00645,,
5085,20110323,14729,2,ODF,2011-730-00270,,
5080,20110326,14724,1,DSL,44257,GA,
5079,20110326,14724,3,ACOE,NWP-2010-95,,
5082,20110326,14724,97,other,PA-18-0007,,
5081,20110326,14724,97,other,PA 10-5455,,
5086,20110327,14731,1,DSL,45885,RF,
5088,20110327,14731,3,ACOE,Nationwide 2010-522,,
5087,20110327,14731,97,other,10-200,,
5091,20110330,14740,2,ODF,2011-771-00378,,
5092,20110331,14741,2,ODF,2011-730-00680,,
5089,20110332,14737,2,ODF,2009-952-83095,,
5094,20110333,14743,1,DSL,42104,RF,
5068,20110334,14713,2,ODF,2008-952-83204,,
5098,20110335,14699,2,ODF,"2010740-01304, 01305, 01306",,
5095,20110335,14699,97,other,410041 Coos County,,
5099,20110336,14744,2,ODF,2011-730-00344,,
5101,20110337,14739,2,ODF,201173000853,,
5102,20110338,14716,97,other,ARBO,,
5112,20110344,14755,2,ODF,2010-952-83183,,
5108,20110346,14750,1,DSL,44876,GA,
5110,20110346,14750,1,DSL,37123,GA,
5109,20110346,14750,1,DSL,40275,GA,
5106,20110346,14750,1,DSL,42104-RF Modification,RF,
5111,20110346,14750,1,DSL,37096,GA,
5107,20110346,14750,3,ACOE,NWP-2007-00999,,
5105,20110346,14750,97,other,2010-020,,
5069,20110347,14714,2,ODF,2008-952-83183,,
5115,20110348,14763,2,ODF,2011-581-00163,,
5114,20110349,14762,2,ODF,2010-581-00079 C,,
5118,20110352,14769,1,DSL,41200,GA,
5119,20110352,14769,3,ACOE,NWP-2008-492,,
5120,20110352,14769,4,OWRD,R-87271,,
5117,20110354,14767,2,ODF,2011-553-00306,,
4991,20110355,14612,1,DSL,44035,GA,
4990,20110355,14612,3,ACOE,NWP-2010-0037,NWP,
4992,20110355,14612,97,other,LU10-106710,LUR,
5121,20110358,14772,2,ODF,2011-552-00124,,
5122,20110360,14771,2,ODF,2012-521-00059,,
5123,20110364,14789,2,ODF,2011-531-00530,,
5124,20110365,14790,2,ODF,2011-531-00549,,
5067,20110369,14698,1,DSL,46853,RF,
5066,20110369,14698,3,ACOE,46853,,
5128,20110371,14800,2,ODF,2011-553-00160,,
5125,20110372,14798,2,ODF,2011-553-00304,,
5135,20110384,14825,2,ODF,2010-521-00477,,
5134,20110385,14824,2,ODF,2011-531-00537,,
5133,20110386,14823,2,ODF,2011-531-00538,,
5127,20110387,14802,2,ODF,2011-521-00271,,
5126,20110388,14801,2,ODF,2011-521-00270,,
5129,20110395,14808,2,ODF,2011-532-00325,,
5130,20110397,14810,2,ODF,2011-532-00567,,
5131,20110398,14811,2,ODF,2011-532-00395,,
5132,20110400,14812,2,ODF,201095200243,,
5144,20110405,14859,2,ODF,2011-781-00096,,
5145,20110407,14863,2,ODF,201095200109,,
5137,20110410,14853,1,DSL,43000,GA,
5136,20110410,14853,3,ACOE,NWP-2009-368,,
5138,20110410,14853,97,other,PA 03-5800,,
5139,20110410,14853,97,other,PA 03-5801,,
5140,20110410,14853,97,other,#090457,,
5147,20110413,14867,2,ODF,2011-771-0059,,
5155,20110416,14876,2,ODF,2011-771-00056,,
5159,20110417,14878,2,ODF,2011-771-00748,,
5160,20110418,14879,2,ODF,2011-771-00057,,
5158,20110419,14877,1,DSL,47697,RF,
5156,20110419,14877,3,ACOE,NWP-2011-293,RF,
5157,20110419,14877,97,other,Coos County,,
5161,20110420,14880,2,ODF,2011-771-00812,,
5162,20110421,14881,2,ODF,2011-771-00280,,
5163,20110422,14882,2,ODF,2011-771-00429,,
5164,20110423,14883,2,ODF,2011-771-00332,,
5165,20110424,14884,2,ODF,2011-771-00815,,
5166,20110425,14885,2,ODF,2011-772-00088,,
5167,20110426,14886,2,ODF,2011-771-00108,,
5168,20110427,14887,2,ODF,2011-771-00029,,
5169,20110428,14888,2,ODF,2011-772-00232,,
5170,20110429,14889,2,ODF,2011-772-00024,,
5171,20110430,14890,2,ODF,2011-772-00032,,
5172,20110431,14891,2,ODF,2011-772-00025,,
5173,20110432,14892,2,ODF,2011-772-00378,,
5174,20110433,14893,2,ODF,2010-772-00550,,
5175,20110434,14894,2,ODF,2011-771-00023,,
5153,20110435,14875,1,DSL,40579,GA,
5154,20110435,14875,3,ACOE,2008-379,NWP,
5176,20110436,14896,2,ODF,2011-771-00802,,
5177,20110437,14897,2,ODF,2011-771-00012,,
