PROJNUM,ProjName,BasinActual,SubbasinActual,County,StartYear,CompleteYear
20070388,Werner Road Improvements,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,2006,2006
20070389,1320 Pipe Replacement,Willamette,Upper Willamette,Polk,2006,2006
20070390,Seawolf Reconstruction,Willamette,Middle Willamette,Polk,2006,2006
20070391,Bronco Road Reconstruction,Willamette,Upper Willamette,Polk,2006,2006
20070392,Sijota Creek West Crossing,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,2005,2005
20070393,Union NE Harvest Unit,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070394,Moore Mountain Road Project,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070395,Buck Peak Road Project,Southern Oregon Coastal,North Umpqua,Douglas,2007,2007
20070396,Cobble Creek Road Project,Southern Oregon Coastal,North Umpqua,Douglas,2007,2007
20070397,Coppertop Ridge Road Project,Southern Oregon Coastal,North Umpqua,Douglas,2007,2007
20070398,Jim Creek 10 Road Project,Southern Oregon Coastal,North Umpqua,Douglas,2007,2007
20070399,Jack Sprat Road Project,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070400,MS-700 Culverts,Willamette,South Santiam,Linn,2007,2007
20070401,MS-134H Culverts,Willamette,South Santiam,Linn,2007,2007
20070402,Finn Creek LWP,Willamette,McKenzie,Lane,2007,2007
20070403,Winberry CTL Culvert,Willamette,Middle Fork Willamette,Lane,2007,2007
20070404,Gosage Creek CMP,Willamette,Middle Fork Willamette,Lane,2007,2007
20070405,,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070406,,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070407,,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070408,,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070409,,Southern Oregon Coastal,North Umpqua,Douglas,2007,2007
20070410,,Southern Oregon Coastal,North Umpqua,Douglas,2007,2007
20070411,,Southern Oregon Coastal,Coquille,Douglas,2007,2007
20070412,,Southern Oregon Coastal,Coquille,Douglas,2007,2007
20070413,,Southern Oregon Coastal,Coquille,Douglas,2007,2007
20070414,,Southern Oregon Coastal,Coquille,Douglas,2007,2007
20070415,,Southern Oregon Coastal,Coquille,Douglas,2007,2007
20070416,Weyco Wagon,Southern Oregon Coastal,Coquille,Douglas,2007,2007
20070417,Estes Cr,Southern Oregon Coastal,Coquille,Douglas,2007,2007
20070418,Flat Camas,Southern Oregon Coastal,Coquille,Douglas,2007,2007
20070419,Pig Squeal,Southern Oregon Coastal,Coquille,Douglas,2007,2007
20070420,Last Dutchman,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070421,Maintenance Shop,Southern Oregon Coastal,North Umpqua,Douglas,2007,2007
20070422,South Fork 34 PCT,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070423,"South Fork 35,36 PLT",Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070424,Small Olalla wood placement,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070425,Windy Creek Phase 2,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070426,Gassy Creek,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070427,Summit Creek Culvert Replacement,Lower Snake,Lower Grande Ronde,Wallowa,2006,2006
20070428,Crab Creek Riparian Restoration,Northern Oregon Coastal,Alsea,Lane,2007,2007
20070429,Walluski River 1 Stream Habitat and Riparian Area Enhancement,Lower Columbia River,Lower Columbia,Clatsop,2006,2007
20070430,Vanderpool Restoration Project,Willamette,Upper Willamette,Benton,2003,2004
20070431,"Lint Slough Restoration Project, Phase 1",Northern Oregon Coastal,Alsea,Lincoln,2007,2007
20070432,Irrigon WMA Wetland Enhancement Project 2005 - Long Pond,Middle Columbia River Basin,Middle Columbia-Lake Wallua,Morrow,2005,2005
20070433,Irrigon WMA Wetland Enhancement Project 2006 - Long Pond,Middle Columbia River Basin,Middle Columbia-Lake Wallua,Morrow,2006,2006
20070434,Last Salt,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070435,Small Olalla,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070436,Rice-a-Roni,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070437,Salt Lick,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070438,Clark Kent,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070439,Table Scraps,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070440,Frozen Cr,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070441,Sam Daugherty,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070442,Doe Hollow,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070443,Collins Ridge,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070444,Council Wedge,Southern Oregon Coastal,South Umpqua,Douglas,2007,2007
20070445,Pine Squeeze 3,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070446,Brome Cr Flats,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070447,The Unit,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070448,Whoops 2,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070449,Wolf Bite,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070450,Rock Island Beatty,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070451,Blue Sky,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070452,Last Frontier,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070453,Red Shovel,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070454,Wine Bottle Wood Placement,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070455,2B-5B Harvest Unit,Northern Oregon Coastal,Siuslaw,Lane,2006,2007
20070456,21 Grand Harvest Unit,Northern Oregon Coastal,Siuslaw,Lane,2006,2006
20070457,Putney Harvest Unit,Willamette,Upper Willamette,Benton,2007,2007
20070458,Savelich East Harvest Unit,Northern Oregon Coastal,Siuslaw,Lane,2006,2007
20070459,Walker 34 Harvest Unit,Northern Oregon Coastal,Siuslaw,Lane,2006,2007
20070460,Rich Road subsoiling,Southern Oregon Coastal,Coquille,Coos,2007,2007
20070461,07 Road subsoiling,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070462,Weatherly Cr subsoiling,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070463,Walker South,Southern Oregon Coastal,Coos,Coos,2007,2007
20070464,Camp Conversion 2006,Southern Oregon Coastal,Umpqua,Douglas,2005,2007
20070465,Footlog Creek Blowdown LWD 07,Southern Oregon Coastal,Umpqua,Douglas,2007,2007
20070466,W. Fk. Millicoma Blowdown LWD 07,Southern Oregon Coastal,Coos,Coos,2007,2007
20070467,Elk Creek Blowdown LWD 07,Southern Oregon Coastal,Coos,Coos,2007,2007
20070468,Kuegler-Jagger Streambank Stabilization Project,Southern Oregon Coastal,Applegate,Jackson,2005,2007
20070469,Little Applegate Sediment Reduction Project,Southern Oregon Coastal,Applegate,Jackson,2002,2006
20070470,Applegate Riparian Restoration,Southern Oregon Coastal,Applegate,"^Jackson, Josephine",2005,2007
20070471,Lomas-Gray Prescribed Burn Project,Southern Oregon Coastal,Applegate,Jackson,2007,2008
20070472,Thompson Creek Irrigation Efficiency,Southern Oregon Coastal,Applegate,Josephine,2007,2007
20070473,Powder River Water Quality Enhancement Project,Middle Snake-Powder,Powder,Baker,2005,2007
20070474,Powder River Water Quality Enhancement Project,Middle Snake-Powder,Powder,Baker,2004,2007
20070475,Fitton Green Restoration,Willamette,Upper Willamette,Benton,2006,2007
20070476,Reduction of Muddy Manure,Willamette,Upper Willamette,Benton,2006,2007
20070477,Beaver Creek Irrigation Dam Fishway,Willamette,Upper Willamette,Benton,2004,2004
20070478,O'Leary Ranch Juniper Thinning,Oregon Closed Basins,Lake Abert,Lake,2007,2007
20070479,Clear Creek Fish Habitat Improvement Project,Willamette,Clackamas,Clackamas,2006,2008
20070480,Cougar Creek 7600 Road Sediment Reduction,Southern Oregon Coastal,Coos,Coos,2007,2007
20070481,Dellwood Sediment Reduction Phase II,Southern Oregon Coastal,Coos,Coos,2007,2007
20070482,Catching Slough Tidegate and Fish Habitat Improvements 2007,Southern Oregon Coastal,Coos,Coos,2007,2007
20070483,"Palouse Stream Connectivity and Riparian Restoration Project, Haga",Southern Oregon Coastal,Coos,Coos,2007,2008
20070484,Larson Creek,Southern Oregon Coastal,Coos,Coos,2007,2007
20070485,Deer Creek Riparian Habitat,Middle Snake-Powder,Burnt,Baker,2004,2004
20070486,Burnt River Stream Bank Enhancement,Middle Snake-Powder,Burnt,Baker,2007,2007
20070487,Camp Creek/Whitney Valley OWEB,Middle Snake-Powder,Burnt,Baker,2004,2007
20070488,Eastgate Woodlands Restoration Area 6,Willamette,Upper Willamette,Lane,2008,2008
20070489,Molalla River Habitat Enhancement,Willamette,Molalla-Pudding,Clackamas,2005,2007
20070490,Moschogianis Farms Runoff Pollution Control Project,Willamette,Clackamas,Clackamas,2006,2007
20070491,Willingham Sediment and Nutrient Control,Willamette,Molalla-Pudding,Clackamas,2006,2007
20070492,Rudolph Fencing,Lower Columbia River,Lower Columbia,Clatsop,2006,2007
20070493,WRR Fencing and Manure Management,Lower Columbia River,Lower Columbia,Clatsop,2007,2007
20070494,Fleming Fish Barrier Removal,Northern Oregon Coastal,Nehalem,Columbia,2007,2007
20070495,Garner Water Quality Project,Southern Oregon Coastal,Coquille,Coos,2007,2007
20070496,Pine Creek Ranch Seeding Project,Deschutes River Basin,Upper Crooked,Crook,2006,2007
20070497,Shotgun Ranch Range Seeding Project,Deschutes River Basin,Upper Crooked,Crook,2006,2007
20070498,No Name Creek Juniper Project,Deschutes River Basin,Upper Crooked,Crook,2006,2007
20070499,McKinnon Wildlife/Livestock Watering Project,Deschutes River Basin,Upper Crooked,Crook,2007,2007
20070500,Zerbe Bank Stabilization Project,Deschutes River Basin,Lower Crooked,Crook,2007,2007
20070501,Wolf Creek Riparian Fencing Project,Deschutes River Basin,Beaver-South Fork,Crook,2007,2007
20070502,Long Hollow Mowing and Seeding,Deschutes River Basin,Lower Crooked,Crook,2006,2007
20070503,McCormack Solar Watering Project,Deschutes River Basin,Upper Crooked,Crook,2005,2007
20070504,Kastor Rangeland Seeding Project,Deschutes River Basin,Lower Crooked,Crook,2007,2007
20070505,Newsome Creek Critical Planting Project,Deschutes River Basin,Lower Crooked,Crook,2006,2007
20070506,Hancock Juniper Removal Project,Deschutes River Basin,Lower Crooked,Crook,2007,2008
20070507,Johnson Creek Juniper Project,Deschutes River Basin,Lower Crooked,Crook,2006,2008
20070508,Forsea Ranch Off-Stream Water and Riparian,Middle Snake-Powder,Powder,Baker,2005,2007
20070509,Sparta Water Quality Enhancement Phase 1,Middle Snake-Powder,Powder,Baker,2006,2007
20070510,Rizor Ranch Riparian Project,Willamette,Upper Willamette,Lane,2005,2007
20070511,McKenzie River Golf Riparian Restoration Project,Willamette,McKenzie,Lane,2006,2007
20070512,Kasubhia Wildlife Habitat Project,Willamette,Upper Willamette,Lane,2005,2007
20070513,Quail Spring Farm Enhancement Project,Willamette,Middle Fork Willamette,Lane,2007,2007
20070514,Bull Run Water Quality Improvement,Lower Columbia River,Lower Columbia-Sandy,Multnomah,2005,2007
20070515,Government Island Weed Control Project,Lower Columbia River,Lower Columbia-Sandy,Multnomah,2007,2007
20070516,Blankenship Bacteria and Nutrient Reduction,Lower Columbia River,Lower Columbia-Sandy,Multnomah,2007,2007
20070517,Damewood Pond Enhancement,Oregon Closed Basins,Summer Lake,Lake,2005,2007
20070518,Upper Hay Canyon Watering System,John Day,Lower John Day,Gilliam,2006,2007
20070519,Beecher Flat Livestock Watering System,John Day,Lower John Day,Gilliam,2006,2007
20070520,Emmel New Seeding Project,John Day,Upper John Day,Grant,2006,2007
20070521,Klink Water Line,John Day,Upper John Day,Grant,2007,2007
20070522,Langenfeld Ranch Juniper Control Project,John Day,Upper John Day,Grant,2006,2007
20070523,Clear Creek Floodplain Restoration Project,John Day,North Fork John Day,Grant,2006,2007
20070524,Gibbs Bank Protection,John Day,Upper John Day,Grant,2004,2004
20070525,Arthur Riparian,Southern Oregon Coastal,Coquille,Douglas,2006,2007
20070526,Jehning Riparian,Southern Oregon Coastal,Coquille,Coos,2006,2007
20070527,Krewson Riparian,Southern Oregon Coastal,Coquille,Coos,2007,2007
20070528,Standley Riparian,Southern Oregon Coastal,Coquille,Coos,2007,2007
20070529,Isenhart Riparian #2,Southern Oregon Coastal,Coquille,Coos,2007,2007
20070530,Bryant Riparian,Southern Oregon Coastal,Coquille,Coos,2007,2007
20070531,Johnson Cr Instream,Southern Oregon Coastal,Coquille,Coos,2007,2007
20070532,Cherry Cr Instream #3,Southern Oregon Coastal,Coquille,Coos,2006,2006
20070533,CWA Nursery,Southern Oregon Coastal,Coquille,Coos,2005,2005
20070534,Fat Elk Birdwell Culvert Replacement,Southern Oregon Coastal,Coquille,Coos,2007,2007
20070535,Fat Elk Arriola Culvert Replacement,Southern Oregon Coastal,Coquille,Coos,2007,2007
20070536,Un-named Trib to Lampa Cr Culvert,Southern Oregon Coastal,Coquille,Coos,2007,2007
20070537,YOUNGFIELD SUBDIVISION/JORDAN CREEK PROTECTION PROJECT,Middle Snake,Lower Owyhee,Malheur,2007,2008
20070538,Crooked River Watershed Riparian Planting,Deschutes River Basin,Lower Crooked,Crook,2007,2007
20070539,South Fork Crooked River Fencing Project,Deschutes River Basin,Beaver-South Fork,Crook,2006,2007
20070540,Lower Crooked River Bank Stabilization,Deschutes River Basin,Lower Crooked,Crook,2007,2007
20070541,South Fork Beaver Creek Watershed Restoration,Deschutes River Basin,Beaver-South Fork,"^Crook, Grant",2006,2007
20070542,Cucamonga/Big Pasture Restoration Project,Oregon Closed Basins,Donner und Blitzen,Harney,2005,2007
20070543,Blue Mountain Off Stream Water Project,Oregon Closed Basins,Silvies,Harney,2006,2007
20070544,L.D. Bennett Juniper Thinning,Goose Lake,Goose Lake,Lake,2007,2007
20070545,Johnson Creek Riparian Enhancement along 122nd St.,Willamette,Lower Willamette,Multnomah,2006,2007
20070546,Foster Place Streambank Rehabilitation,Willamette,Lower Willamette,Multnomah,2007,2008
20070547,Bradshaw Fish Habitat Improvement,Willamette,Lower Willamette,Multnomah,2005,2007
20070548,Goold Water Conservation,Klamath,Sprague,Klamath,2006,2006
20070549,Wingwatchers Dike Restoration,Klamath,Lost,Klamath,2006,2006
20070550,Wither Ranch Juniper Thinning Phase II,Oregon Closed Basins,Summer Lake,Lake,2008,2008
20070551,Coyote Creek Riparian Fencing,Willamette,Upper Willamette,Lane,2007,2007
20070552,Conyers Creek Fish Barrier Removal,Lower Columbia River,Lower Columbia-Clatskanie,Columbia,2007,2007
20070553,South Fork Ash Creek Restoration,Willamette,Middle Willamette,Polk,2005,2007
20070554,Canyon 2 Irrigation Improvement Project,Middle Snake,Lower Malheur,Malheur,2005,2007
20070555,Willow Creek Clean Water Diversion,Middle Snake,Willow,Malheur,2005,2007
20070556,Willow Creek Small Feedlot Protection,Middle Snake,Willow,Malheur,2005,2007
20070557,Highway View Water Quality Improvement,Middle Snake,Willow,Malheur,2005,2007
20070558,Malheur River Water Quality Improvement,Middle Snake,Lower Malheur,Malheur,2006,2007
20070559,Double Your Fun Pump Back Systems,Middle Snake,Willow,Malheur,2006,2007
20070560,Double Your Fun Pump Back Systems,Middle Snake,Willow,Malheur,2006,2007
20070561,Upper McKenzie Aquatic Restoration Project,Willamette,McKenzie,Linn,2003,2005
20070562,Crooked Cr. Off Channel Rearing,Northern Oregon Coastal,Alsea,Benton,2005,2005
20070563,Cooksie Gulch Riparian Restoration,Southern Oregon Coastal,Lower Rogue,Josephine,2005,2007
20070564,Mainstem Necanicum LWD 06-01,Northern Oregon Coastal,Necanicum,Clatsop,2006,2007
20070565,Slick Rock Cr Water Quality Improvement,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,2006,2007
20070566,Fox Stream Bank Restoration on Beaver Creek,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,2006,2007
20070567,Indian Creek/Little Wilson Riparian Improvement Project,John Day,North Fork John Day,Grant,2004,2006
20070568,Livingston/Paul Creek Juniper Removal,John Day,Lower John Day,Grant,2007,2007
20070569,Deer Creek Upland Waters Project,John Day,North Fork John Day,Grant,2004,2007
20070570,Eight-Iron Ranch Upland Water Developments,John Day,Middle Fork John Day,Grant,2006,2007
20070571,Lower Middle Fork/Bear Creek Allotment,John Day,North Fork John Day,Grant,2006,2007
20070572,Cow Hollow Erosion Control Project,Middle Snake,Lower Owyhee,Malheur,2006,2007
20070573,Monument Springs Riparian Improvement Project,Middle Snake,Middle Snake-Succor,Malheur,2005,2007
20070574,Juniper Point Upland Restoration Project,Middle Snake,Middle Owyhee,Malheur,2005,2007
20070575,Young Dairy Waste Containment Project,Middle Snake,Lower Owyhee,Malheur,2005,2007
20070576,Copeland Creek Instream Large Woody Material Restoration,Southern Oregon Coastal,North Umpqua,Douglas,2006,2007
20070577,Elk Creek-Cow Creek Planting Project,Southern Oregon Coastal,"^South Umpqua, Umpqua",Douglas,2005,2007
20070578,Weaver Creek Stream Restoration,Southern Oregon Coastal,South Umpqua,Douglas,2005,2007
20070579,Steamboat Creek Instream Restoration,Southern Oregon Coastal,North Umpqua,"^Douglas, Lane",2006,2007
20070580,ODOT MP109 Mitigation,Southern Oregon Coastal,South Umpqua,Douglas,2003,2007
20070581,Paradise Creek Watershed Restoration,Southern Oregon Coastal,Umpqua,Douglas,2006,2007
20070582,Structure Placement 2006,Southern Oregon Coastal,North Umpqua,Douglas,2006,2006
20070583,Woodford Creek Culvert Replacement,Southern Oregon Coastal,South Umpqua,Douglas,2005,2006
20070584,ODOT Mitigation - Fords Bridge,Southern Oregon Coastal,South Umpqua,Douglas,2003,2004
20070585,Structure Placement 2006,Southern Oregon Coastal,Umpqua,Douglas,2006,2007
20070586,Structure Placement 2006,Southern Oregon Coastal,South Umpqua,Douglas,2006,2006
20070587,Green Acres Infiltration Gallery,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,2007,2007
20070588,Scappoose Bay WS Priority Fish Passage Correction,Willamette,Lower Willamette,Columbia,2005,2006
20070589,Scappoose Bay Marina Habitat Restoration,Willamette,Lower Willamette,Columbia,2006,2007
20070590,Scappoose High School Native Nursery,Willamette,Lower Willamette,Columbia,2006,2007
20070591,Pugh Feedlot Project,Willamette,Upper Willamette,Linn,2006,2007
20070592,Morgan/Baldwin Juniper Thinning,Oregon Closed Basins,Lake Abert,Lake,2007,2007
20070593,Hood River Watershed Knotweed Education,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2005,2007
20070594,Seven Streams Trail Improvement Project,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2005,2007
20070595,Learning Garden Bioswale/Native Plant Garden,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2006,2007
20070596,Wy'east Road Irrigation Improvement Project,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2006,2007
20070597,Morrison Park Weed Eradication Project,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2006,2007
20070598,Smith Orchard Irrigation Improvement Project,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2006,2007
20070599,Trout Creek Ridge Irrigation Improvement Project,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2006,2007
20070600,Swyers Orchard Irrigation Improvement Project,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2007,2007
20070601,Dog River Ranch Irrigation Improvement Project,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2007,2007
20070602,Hughes Fencing and Pasture Improvement Project,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2007,2007
20070603,V & V Range,Oregon Closed Basins,Silvies,Harney,2007,2007
20070604,Krumbo Mountain Protection Fence,Oregon Closed Basins,Donner und Blitzen,Harney,2006,2007
20070605,Lazy Open AT Ranch Water Quality & Habitat Restoration,Oregon Closed Basins,Donner und Blitzen,Harney,2004,2006
20070606,Silvies River Restoration,Oregon Closed Basins,Silvies,Harney,2004,2006
20070607,Shadow Ridge Ranch Irrigation Project,Southern Oregon Coastal,Middle Rogue,Jackson,2007,2007
20070608,Martin Family Ranch Irrigation Efficiency Project,Southern Oregon Coastal,Middle Rogue,Jackson,2006,2008
20070609,Bar Diamond R Irrigation Efficiency Project,Southern Oregon Coastal,Upper Rogue,Jackson,2007,2007
20070610,Jackson Creek Riparian Enhancement,Southern Oregon Coastal,Middle Rogue,Jackson,2006,2007
20070611,Emigrant Upland Stream Restoration,Southern Oregon Coastal,Middle Rogue,Jackson,2007,2007
20070612,Jefferson County Fairgrounds Tailwater Pond Restoration,Deschutes River Basin,Lower Deschutes,Jefferson,2007,2007
20070613,Bair Irrigation Pipeline,Klamath,Lost,Klamath,2008,2008
20070614,Hartman Pipeline,Klamath,Lost,Klamath,2007,2008
20070615,Gavin Rajnus Pipeline,Klamath,Lost,Klamath,2008,2008
20070616,Patterson Irrigation Pipeline,Klamath,Upper Klamath,Klamath,2007,2008
20070617,Darrow Irrigation Pipeline,Klamath,Lost,Klamath,2007,2007
20070618,Martin Kerns Pipeline,Klamath,Lost,Klamath,2006,2007
20070619,Timm's Irrigation Pipeline,Klamath,Lost,Klamath,2007,2007
20070620,5th Avenue Willow Creek Protection Project,Middle Snake,Willow,Malheur,2004,2005
20070621,Westfall Ranches Stream Restoration,Middle Snake,Bully,Malheur,2003,2007
20070622,Hanna Stream Protection Project,Middle Snake,Bully,Malheur,2004,2007
20070623,Rose Creek Juniper Control Phase II,Middle Snake,Willow,Malheur,2005,2007
20070624,Battle Creek Ivy Removal,Willamette,Middle Willamette,Marion,2005,2007
20070625,Mill Creek Watershed Development,Willamette,Molalla-Pudding,Marion,2005,2007
20070626,Cox Forest & Pasture Rehab,John Day,North Fork John Day,Grant,2005,2007
20070627,Freeman/Wilburn/Mirandas Juniper Project,John Day,North Fork John Day,Grant,2005,2007
20070628,Capon Spring Development,John Day,North Fork John Day,Grant,2006,2007
20070629,Campbell/Minor Upland Wildlife Habitat,John Day,North Fork John Day,Grant,2005,2007
20070630,McKinney Upland Structure Project,Deschutes River Basin,Lower Deschutes,Sherman,2007,2007
20070631,Cedar Creek (Elk) Wood 2006,Southern Oregon Coastal,Sixes,Curry,2006,2006
20070632,Birkmaier - Prairie Creek,Lower Snake,Wallowa,Wallowa,2005,2006
20070633,Hinkley Irrigation Improvement,Lower Snake,Wallowa,Wallowa,2005,2007
20070634,Hubbard Creek Restoration 2005,Southern Oregon Coastal,Sixes,Curry,2005,2005
20070635,North Langlois Restoration 2006,Southern Oregon Coastal,Sixes,Curry,2005,2006
20070636,Donaldson Creek Wood 2007,Southern Oregon Coastal,Sixes,Curry,2007,2007
20070637,North Fork Floras Restoration,Southern Oregon Coastal,Sixes,Curry,2005,2007
20070638,Upper Floras Fencing,Southern Oregon Coastal,Sixes,Curry,2007,2008
20070639,Wiley Creek Fish Passage Improvement,Willamette,South Santiam,Linn,2007,2007
20070640,11th Street Sediment Abatement,Southern Oregon Coastal,Coos,Coos,2007,2007
20070641,Munson Creek Habitat Restoration Project,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,2007,2008
20070642,McBride Property Stream Enhancement Project,Willamette,Tualatin,Washington,2006,2007
20070643,Knez Wetland Prairie Restoration,Willamette,Tualatin,Washington,2005,2007
20070644,Moonshadow Park Enhancement Project,Willamette,Tualatin,Washington,2005,2007
20070645,Upper Nehalem Riparian Restoration Project,Northern Oregon Coastal,Nehalem,Columbia,2006,2007
20070646,Northrup Creek,Northern Oregon Coastal,Nehalem,Clatsop,2007,2007
20070647,Hy-Line Canal Piping,Middle Columbia River Basin,Walla Walla,Umatilla,2005,2007
20070648,Twelve Mile Creek,Oregon Closed Basins,Warner Lakes,Lake,2006,2007
20070649,Pezzopane Riparian Restoration Project,Oregon Closed Basins,Warner Lakes,Lake,2005,2007
20070650,Deep Creek Bank Stabilization,Oregon Closed Basins,Warner Lakes,Lake,2007,2007
20070651,Willow Creek Watershed Protection,Deschutes River Basin,Lower Deschutes,Jefferson,2005,2006
20070652,South Fork Klaskanine River Dam Removal,Lower Columbia River,Lower Columbia,Clatsop,2007,2007
20070653,Dougherty Ranch Spring Developments,Middle Columbia River Basin,Umatilla,Morrow,2006,2007
20070654,Corey Miller Range Improvement,Middle Columbia River Basin,Umatilla,Morrow,2005,2007
20070655,Skinner Creek Revegetation Phase 2,Middle Columbia River Basin,Umatilla,Morrow,2006,2007
20070656,Wilkinson Ranches Spring Development Project,Middle Columbia River Basin,Umatilla,Morrow,2005,2007
20070657,Dick Wilkinson Spring Developments,Middle Columbia River Basin,Umatilla,Morrow,2006,2007
20070658,Willow Creek Measuring Device Installation,Middle Columbia River Basin,Willow,Morrow,2003,2004
20070659,Oak Point Animal Waste Facility,Willamette,Middle Willamette,Polk,2006,2008
20070660,Rock Creek Hideout,Willamette,Yamhill,Polk,2005,2007
20070661,Brooks Property Riparian Enhancement,Willamette,Tualatin,Washington,2006,2007
20070662,Wilson Conservation Program,Deschutes River Basin,Lower Deschutes,Sherman,2005,2007
20070663,McCoy Upland Structure Project,Middle Columbia River Basin,Middle Columbia-Hood,Sherman,2006,2007
20070664,Brown Upland Structure Project,Deschutes River Basin,Lower Deschutes,Sherman,2006,2007
20070665,Moore Brothers Cropland Erosion Control,Middle Columbia River Basin,Middle Columbia-Hood,Sherman,2007,2007
20070666,Tom McCoy Upland Structure Project,Middle Columbia River Basin,Middle Columbia-Hood,Sherman,2007,2007
20070667,Eslinger Farms Upland Structure Project,John Day,Lower John Day,Sherman,2006,2007
20070668,J Bar S Upland Structure Project,John Day,Lower John Day,Sherman,2006,2007
20070669,Bar 97 Range Management,John Day,Lower John Day,Sherman,2006,2007
20070670,Olsen Ranch Upland Structure,John Day,Lower John Day,Sherman,2006,2007
20070671,Thompson Upland Structure Project,John Day,Lower John Day,Sherman,2006,2007
20070672,Sherman County Noxious Weed Control,John Day,Lower John Day,Sherman,2006,2007
20070673,Hart Upland Structure Project,John Day,Lower John Day,Sherman,2007,2007
20070674,North Sherman County Conservation Projects,John Day,Lower John Day,Sherman,2005,2007
20070675,Ron McDermid Pasture Cross Fencing,Deschutes River Basin,Lower Deschutes,Sherman,2007,2008
20070676,Guthrie Road Roof Water Harvest,Willamette,Upper Willamette,Polk,2005,2007
20070677,Tillamook Streamside Planting Project,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,2005,2007
20070678,Tillamook Streamside Planting Project,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,2005,2007
20070679,Tillamook Streamside Planting Project,Northern Oregon Coastal,Nehalem,Tillamook,2005,2007
20070680,Tillamook Streamside Planting Project,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,2005,2007
20070681,Battle Mountain Pasture Project,Middle Columbia River Basin,Umatilla,Umatilla,2007,2007
20070682,Bruce Young Upland Enhancement,John Day,North Fork John Day,Umatilla,2007,2007
20070683,Precision Agriculture in the Umatilla Basin,Middle Columbia River Basin,Umatilla,Umatilla,2007,2007
20070684,Precision Agriculture in the Umatilla Basin,Middle Columbia River Basin,Umatilla,Umatilla,2007,2007
20070685,Precision Agriculture in the Umatilla Basin,Middle Columbia River Basin,Umatilla,Umatilla,2006,2006
20070686,Precision Agriculture in the Umatilla Basin,Middle Columbia River Basin,Umatilla,Umatilla,2007,2007
20070687,Precision Agriculture in the Umatilla Basin,Middle Columbia River Basin,Umatilla,Umatilla,2007,2007
20070688,Precision Agriculture in the Umatilla Basin,Middle Columbia River Basin,Umatilla,Umatilla,2007,2007
